KEGG Gene ID	Gene Symbol
mcc:715552	SF3A1
mcc:697830	MS4A2
mcc:698277	DCTN5
mcc:100430927	LOC100430927
mcc:697523	PDPK1
mcc:717070	SLC5A1
mcc:706440	CSTF1
mcc:704260	RRAGB
mcc:714975	OR10G7
mcc:703302	PPP1CB
mcc:106995243	LOC106995243; PABPC1L2B; LOC106992320
mcc:701809	SRGAP3
mcc:704010	LOC704010
mcc:715859	PARVB
mcc:574298	MIF
mcc:100426574	-
mcc:710392	HSD17B1
mcc:717560	NR4A3
mcc:711743	LITAF
mcc:706143	PIGK
mcc:713683	LOC713683
mcc:574098	CCR2
mcc:708743	NT5C3A
mcc:702145	LOC702145
mcc:698511	TRHR
mcc:700345	RPL28
mcc:701538	SELE
mcc:711748	TBXAS1
mcc:703572	ITGA2
mcc:720708	MAPK8IP2
mcc:699739	TDO2
mcc:100315156	MIR19B-2
mcc:715723	HCK
mcc:712129	GP1BB
mcc:700492	BET1
mcc:714848	KCNJ1
mcc:705818	ELMO1
mcc:710944	AP4M1
mcc:613269	FN1
mcc:712693	CD27
mcc:715341	PCGF1
mcc:707178	OR10P1
mcc:714677	RELB
mcc:703198	PEX11G
mcc:709018	RDX
mcc:718501	CNOT2
mcc:100425105	RPS17L
mcc:717555	EIF4G3
mcc:704727	ALAS2
mcc:717590	DAXX
mcc:709767	NUPR1
mcc:694152	LOC694152
mcc:707682	ADH1A
mcc:706369	KCNJ8
mcc:704295	ADORA3
mcc:699951	LOC699951
mcc:697722	GNMT
mcc:707546	POLR3H
mcc:694999	GLCE
mcc:100429414	TRPM8
mcc:709003	YARS
mcc:702458	PDE11A
mcc:100144394	CYP3A7
mcc:641333	NDUFA4
mcc:698752	OR4K1
mcc:700617	SKP2
mcc:707681	COQ2
mcc:704424	ENTPD8
mcc:708299	MGAT5B
mcc:699618	NEIL3
mcc:719393	UBQLN4
mcc:704578	SPINT1
mcc:701715	LOC701715
mcc:702601	CHAD
mcc:696327	ZBTB17
mcc:tRNA-Ser-1	-
mcc:707171	TRPC5
mcc:705317	SPR
mcc:707923	POLR3D
mcc:722178	PLA2G16
mcc:699388	LOC699388
mcc:574118	FTH1
mcc:697017	ANGPT1
mcc:710360	MAP3K4
mcc:718056	C5AR1
mcc:694105	LHPP
mcc:693805	CHDH
mcc:695366	PIP4K2B
mcc:707378	NRG4
mcc:713676	ABCG8
mcc:100568437	MEF2B
mcc:710337	RPS6KA6
mcc:703870	ALDH3A1
mcc:677719	PSMB5
mcc:694428	ACKR3
mcc:722394	FGF8
mcc:715047	MAML1
mcc:704072	ATP5F1
mcc:705908	ST6GALNAC5
mcc:710764	SUMO3
mcc:721876	ORC4
mcc:716099	CCL26
mcc:100430940	SCN4B
mcc:699606	YKT6
mcc:678657	SFTPD
mcc:100427999	LOC100427999
mcc:709555	MRGPRD
mcc:707504	RPL12
mcc:708183	AHCY
mcc:707872	CNGA3
mcc:716569	OR2Y1
mcc:717766	PSMB8
mcc:707034	TNFRSF19
mcc:709535	LOC709535
mcc:710490	RPL23A
mcc:692340	LILRB1
mcc:714270	B4GAT1
mcc:707727	-
mcc:703765	DNAJA1
mcc:721408	-
mcc:574110	ESR2
mcc:701760	PCYT1B
mcc:719074	LYPLA2
mcc:692081	DROSHA
mcc:705098	PLXNA4
mcc:696537	RPP30
mcc:707157	P4HA2
mcc:696668	PRPF40A
mcc:664734	FCAR
mcc:713082	SGK1
mcc:714706	MBTPS1
mcc:705162	LOC705162
mcc:697905	NUP43
mcc:706713	HNMT
mcc:697043	SKAP1
mcc:715267	SF3A3
mcc:716083	PABPC4
mcc:708887	OR4E2
mcc:701217	AP3S2
mcc:701881	OR4N2
mcc:719320	EPHB4
mcc:714039	CDON
mcc:713257	-
mcc:696110	UBB
mcc:100427824	JAM2
mcc:719569	AP1S1
mcc:716758	-
mcc:699028	FBXL3
mcc:709827	PRPH
mcc:722027	PIK3R5
mcc:701790	GALNT18
mcc:701117	ANPEP
mcc:698049	RPL7
mcc:709572	DLG1
mcc:703449	SLC22A1
mcc:701764	RPE65
mcc:714864	GEMIN5
mcc:722437	BAIAP3
mcc:695250	ARRB1
mcc:574146	KLRC1
mcc:716161	TYMP
mcc:721821	MAP2K2
mcc:710037	GLG1
mcc:722653	ABLIM2
mcc:574393	SFRP4
mcc:719174	OR5L1
mcc:697850	GALNS
mcc:714726	EIF3G
mcc:715287	HDC
mcc:714794	RPS6KA1
mcc:701223	LOC701223
mcc:703349	TCL1A
mcc:704658	LOC704658
mcc:697242	NDUFC1
mcc:719502	EPS15L1
mcc:710035	ATRIP
mcc:699400	EMD
mcc:696762	CMBL
mcc:710540	CAMK2A
mcc:721897	PSMD8
mcc:700481	OGG1
mcc:703075	-
mcc:704183	PNP
mcc:718019	GABBR2
mcc:716214	PPP5C
mcc:699282	LOC699282
mcc:698092	MAGI1
mcc:574349	SLC17A7
mcc:719119	NOTCH3
mcc:695207	WBSCR17
mcc:709122	PMM2
mcc:701544	SDC1
mcc:711326	SDHD
mcc:709905	MT1X
mcc:718711	LOC718711
mcc:714175	FLOT1
mcc:703178	SCN3A
mcc:694814	TAS2R46
mcc:715430	REC8
mcc:703298	SCN2A
mcc:693445	PIAS1
mcc:715951	CREB3L4
mcc:699650	THRA
mcc:717856	POLG2
mcc:716305	GPT2
mcc:720922	GEMIN8
mcc:717247	LOC717247
mcc:701508	RPL38
mcc:703744	TNFRSF25
mcc:106994665	CERS1
mcc:703751	ATP5G2
mcc:698132	EGR2
mcc:695185	NNMT
mcc:710068	PCYOX1
mcc:106997700	-
mcc:715747	CYP27B1
mcc:707370	F2R
mcc:705674	SGPP2
mcc:721014	CTPS2
mcc:712778	BAG2
mcc:704709	CLCN2
mcc:701823	IMMP2L
mcc:100423612	LOC100423612
mcc:703023	OR1F1
mcc:697832	ACER3
mcc:694069	WNT16
mcc:100430612	GALNT4
mcc:700692	WNT10A
mcc:693292	CNOT3
mcc:714785	NFATC4
mcc:100270701	RPS4Y2
mcc:703068	FOSL2
mcc:719762	CD48
mcc:100425977	SLC17A6
mcc:702553	HMGCS1
mcc:709493	COL6A2
mcc:698231	SGOL1
mcc:574313	CST3
mcc:711198	AKR1C1
mcc:716056	LOC716056
mcc:694505	LOC694505
mcc:722449	ABL1
mcc:708353	LOC708353
mcc:713570	EFTUD1
mcc:719090	SNRNP70
mcc:100315507	MIR30C-2
mcc:723021	LOC723021
mcc:708507	P2RY1
mcc:695362	MAT2A
mcc:697986	GHR
mcc:695118	PPP2CB
mcc:716392	FZD9
mcc:702449	UBR4
mcc:694967	LOC694967
mcc:719597	KCNJ9
mcc:708785	MT1J
mcc:709615	SHISA5
mcc:709026	FFAR2
mcc:694247	UPF3B
mcc:100427660	ACAT2
mcc:700425	LOC700425
mcc:707995	RNASEH2B
mcc:703325	EIF2AK1
mcc:695077	MYL12A
mcc:704564	TPMT
mcc:703625	LOC703625
mcc:718235	TAPBP
mcc:698444	IGF1
mcc:722848	-
mcc:717477	EHD2
mcc:698969	TXNL4A
mcc:716607	RHOBTB2
mcc:712925	SLC10A1
mcc:699268	NRG3
mcc:574095	CRHR1
mcc:703707	COL4A6
mcc:695933	HAT1
mcc:714110	MOGAT3
mcc:719008	CCL16
mcc:710662	PLAUR
mcc:716364	TRAF4
mcc:100315504	MIR7-3
mcc:715705	XPA
mcc:716837	RAG2
mcc:699887	GPAA1
mcc:696323	ALG6
mcc:714731	DLL1
mcc:702596	NOL6
mcc:705197	ACOX1
mcc:714508	PCGF6
mcc:701065	FEV
mcc:719087	CLTCL1
mcc:699316	DERL3
mcc:700980	BLVRA
mcc:713155	ZFYVE9
mcc:695549	TAS2R38
mcc:708871	ESD
mcc:703773	AQP4
mcc:713172	CDKN2D
mcc:702353	SNAI1
mcc:711257	GADD45B
mcc:712048	MRPS2
mcc:716834	A2M
mcc:100315489	MIR100
mcc:100426104	PLN
mcc:704096	LOC704096
mcc:717792	ST3GAL4
mcc:695929	LOC695929
mcc:692337	LILRA3
mcc:100429965	-
mcc:703953	BAG4
mcc:100424087	AXIN1
mcc:574217	CCL4L1
mcc:693716	UBE2A
mcc:694711	OR2AT4
mcc:705906	PABPC1L2B
mcc:707243	PLCH1
mcc:710822	PSMC6
mcc:703661	ALDH3A2
mcc:705719	SIN3A
mcc:710244	EDA2R
mcc:693914	MAP2K6
mcc:722426	PTPRM
mcc:705431	NCOA3
mcc:707520	CSN2
mcc:703796	RPP25
mcc:714341	ABCB8
mcc:574262	NMBR
mcc:700053	GSTM2
mcc:574193	SLC8A1
mcc:711980	POMP
mcc:714931	ITGAD
mcc:709760	LOC709760
mcc:697454	SUCLG2
mcc:100315146	MIR16-1
mcc:712858	AIRE
mcc:708520	ADH7
mcc:718660	PRCC
mcc:720209	CDH4
mcc:696590	KLRC3
mcc:694366	RIMS2
mcc:574235	ABCB1
mcc:716601	UPF3A
mcc:713858	CD34
mcc:100429549	THRB
mcc:714208	ENO2
mcc:574293	AR
mcc:721272	RPA1
mcc:699101	UBE2E2
mcc:100427521	-
mcc:574190	PPARG
mcc:700858	GABRR2
mcc:709283	IQGAP1
mcc:714847	LOC714847
mcc:705815	-
mcc:708440	LOC708440
mcc:700030	FOXO1
mcc:718305	BCAT2
mcc:696644	AP3S1
mcc:698536	IRS2
mcc:706344	VIPR2
mcc:709977	CHAT
mcc:711033	ARG2
mcc:696706	RAE1
mcc:706675	LOC706675
mcc:697708	WDR82
mcc:715086	SLK
mcc:100430368	LOC100430368
mcc:100427720	-
mcc:703073	H2AFX
mcc:713748	ALOX12
mcc:707036	MEP1B
mcc:715971	ARNT
mcc:697814	CD247
mcc:100315168	MIR1-1
mcc:713356	PSMC3
mcc:701268	ACYP1
mcc:717963	STIM1
mcc:100315193	MIR126
mcc:702356	RBSN
mcc:717456	UPK3A
mcc:706029	LOC706029
mcc:716771	CLDN3
mcc:713965	BCAR1
mcc:707316	ELMO2
mcc:713839	FZD3
mcc:722782	KIR2DL4
mcc:721933	F7
mcc:710252	RBX1
mcc:574128	STAT3
mcc:698729	PRSS1
mcc:712947	MAD1L1
mcc:106994967	-
mcc:711252	IFNA21
mcc:715727	OR8B8
mcc:706789	ADCY9
mcc:722190	CD79A
mcc:702408	DNAJC5B
mcc:712133	RPL6
mcc:721731	RPS6KB2
mcc:714449	ETF1
mcc:718202	NOP56
mcc:705450	CYSLTR2
mcc:706419	SKIV2L2
mcc:100429367	-
mcc:100315206	MIR150
mcc:720615	PGAM2
mcc:106996081	LOC106996081
mcc:701850	TNFRSF11B
mcc:706071	GUCA1C
mcc:694689	IL20
mcc:701353	SRP14
mcc:708641	SLC9A3
mcc:701287	STRAP
mcc:711937	MYL2
mcc:696664	CTH
mcc:712093	MYBPC3
mcc:721589	ENO3
mcc:100428437	COX7B2
mcc:100315488	MIR31
mcc:714202	CR2
mcc:702629	MRPL18
mcc:574345	FGF7
mcc:712627	IL23A
mcc:698247	TTC37
mcc:705777	PYGB
mcc:710042	SLC25A31
mcc:701927	MEFV
mcc:706414	RPS18
mcc:697007	FBXO4
mcc:710564	-
mcc:716378	AICDA
mcc:714578	NDST2
mcc:678690	CYP2A23
mcc:706955	PPP3CB
mcc:715598	NPR1
mcc:701025	SLC11A1
mcc:574225	CX3CL1
mcc:704104	H3F3B
mcc:705070	TRPM5
mcc:715270	CALM2
mcc:574183	CCL21
mcc:711662	HCRTR2
mcc:703743	FMO1
mcc:574347	TAF7
mcc:697266	SSR4
mcc:717549	IL27RA
mcc:706496	LOC706496
mcc:714896	ARPC5
mcc:696290	NFYC
mcc:100429959	LOC100429959
mcc:705071	CLP1
mcc:705279	LOC705279
mcc:100426120	-
mcc:696936	MAP3K8
mcc:702010	NVL
mcc:574265	CTNNB1
mcc:715677	-
mcc:701580	RCHY1
mcc:708013	RIPK1
mcc:700372	SNCAIP
mcc:706230	CACNA1G
mcc:719005	CLPS
mcc:719264	IL22RA1
mcc:708724	LOC708724
mcc:710061	MKNK1
mcc:709563	OR4D2
mcc:701870	VHL
mcc:702997	DKK1
mcc:702288	TIAM1
mcc:100426296	-
mcc:710702	ATP2A2
mcc:705454	GMPPB
mcc:707788	IRF1
mcc:710188	LOC710188
mcc:715422	MYLK
mcc:695483	ADCYAP1R1
mcc:704206	TP53I3
mcc:722817	IL11
mcc:702652	MBL2
mcc:711322	RPE
mcc:718654	SNRPC
mcc:708691	SMARCAD1
mcc:100315510	MIR128B
mcc:711717	TSPO
mcc:695792	ADCY8
mcc:694044	TBX21
mcc:696587	ACVR1B
mcc:574346	CFTR
mcc:711920	PPP2R2A
mcc:106995893	LOC106995893; BAK1
mcc:711121	IARS2
mcc:719996	FCGR2A
mcc:696662	C1GALT1C1
mcc:721048	LSP1
mcc:700428	GOLPH3
mcc:714558	TAF5
mcc:697824	CCDC53
mcc:100427704	LOC100427704
mcc:707590	SLC22A5
mcc:719239	FLT3LG
mcc:702757	APEX1
mcc:719800	CD244
mcc:708250	LOC708250
mcc:700747	GGH
mcc:713049	BCL3
mcc:100427242	PELO
mcc:712883	ABCB5
mcc:694706	LOC694706
mcc:705005	SLC27A6
mcc:704991	WNT2
mcc:698953	STX3
mcc:703036	GNPDA1
mcc:705803	MLNR
mcc:714475	EDEM3
mcc:705001	LOC705001
mcc:705657	PIGC
mcc:707205	POMGNT1
mcc:717624	CAMK1G
mcc:710761	LOC710761
mcc:721998	-
mcc:697317	FSHB
mcc:714474	WAS
mcc:718040	ITPR3
mcc:706908	OR9K2
mcc:106997578	TRIP6
mcc:699752	CLDN23
mcc:715330	BACE2
mcc:710795	KMT2D
mcc:574247	TRA2A
mcc:698014	RAB9B
mcc:574330	CHRM5
mcc:697188	CDKN1B
mcc:697410	DNAL1
mcc:100429215	AP2B1
mcc:706486	PRDX6
mcc:100428761	LOC100428761
mcc:698160	TRADD
mcc:715153	AFMID
mcc:699750	POLG
mcc:721703	CACNA2D4
mcc:705729	AP3M1
mcc:710161	RND1
mcc:715772	SOCS2
mcc:717721	HMGA2
mcc:710234	TCF7
mcc:697192	GPD2
mcc:700138	FMR1
mcc:711900	PSME3
mcc:708163	OR12D2
mcc:709380	UBE2C
mcc:693431	NDUFB2
mcc:717713	CYTH3
mcc:694481	CHSY1
mcc:718461	CLPB
mcc:717902	SMURF2
mcc:716813	S1PR1
mcc:706855	WARS
mcc:706194	TSLP
mcc:715897	ADCY5
mcc:710862	UBE2G2
mcc:713807	CD4
mcc:696725	MED17
mcc:700029	SNF8
mcc:722015	SPDYE4
mcc:100125588	KLRC2
mcc:100426814	-
mcc:715025	SLC4A5
mcc:701179	FARP2
mcc:695471	VAMP5
mcc:100423130	-
mcc:716736	PRKD2
mcc:721631	ABCA2
mcc:697108	RCAN1
mcc:702388	MAPK8IP3
mcc:716086	C3AR1
mcc:106993231	-
mcc:100315520	MIR210
mcc:711266	EVC
mcc:714695	INHBE
mcc:717991	ADPRM
mcc:718948	BAX
mcc:715621	HDDC3
mcc:100315580	MIR194-2
mcc:703639	FMO2
mcc:574172	CNTNAP2
mcc:697633	CASP7
mcc:699442	GNAT2
mcc:716888	LOC716888
mcc:717452	NAT10
mcc:721163	IL17D
mcc:719678	CHRNA4
mcc:702850	HYAL1
mcc:715887	ETS2
mcc:713027	LOC713027
mcc:708139	PNPLA4
mcc:719331	COL6A5
mcc:718351	RNF185
mcc:708477	C1QA
mcc:613249	UGT2B9*2
mcc:705808	UBA2
mcc:710333	SEC31B
mcc:699443	H3F3A
mcc:710553	GALE
mcc:697563	NTSR2
mcc:695087	CLDN14
mcc:704510	LOC704510
mcc:713068	NAGA
mcc:716937	PRKD1
mcc:697453	DLL3
mcc:701683	PSMA2
mcc:708111	QARS
mcc:717678	STX8
mcc:702017	SSTR4
mcc:702783	MRPL33
mcc:715708	FASN
mcc:693433	SEPSECS
mcc:720091	KCNN1
mcc:715563	GLDC
mcc:704994	LOC704994
mcc:707555	LOC707555
mcc:100315119	MIR141
mcc:698091	IRAK2
mcc:694289	LOC694289
mcc:100315237	MIR330
mcc:696496	ABCA3
mcc:700012	EXOSC4
mcc:712726	SCARB1
mcc:705403	ACAP2
mcc:708049	LOC708049
mcc:709232	GSTA1
mcc:714516	KARS
mcc:717373	EFNA3
mcc:708906	WNT10B
mcc:714869	BCL10
mcc:100430333	-
mcc:701584	FGF10
mcc:100429917	-
mcc:100423634	SKP1
mcc:709209	CDKN2B
mcc:720807	SEPT9
mcc:698042	AMD1
mcc:717927	STRADA
mcc:697008	LOC697008
mcc:100424359	-
mcc:707781	TWISTNB
mcc:707407	BCL2
mcc:716584	CALM3
mcc:704094	MCEE
mcc:100430164	SERPINB10
mcc:100315147	MIR17
mcc:705521	LOC705521
mcc:700074	MAML2
mcc:715813	FURIN
mcc:708971	RPN2
mcc:719734	ARFGAP1
mcc:699895	LOC699895
mcc:100429446	-
mcc:698871	LRAT
mcc:714861	SH2B2
mcc:710240	ATP6V1D
mcc:702385	RASSF1
mcc:106995678	-
mcc:704980	CD47
mcc:711995	HKDC1
mcc:703644	SUMO1
mcc:709790	KLRC3
mcc:707938	LOC707938
mcc:711453	LOC711453
mcc:707531	GK
mcc:694223	C9
mcc:713191	CEBPB
mcc:715787	CACNA1F
mcc:698439	MC3R
mcc:tRNA-Cys	-
mcc:697361	-
mcc:714832	-
mcc:100423877	IFNGR1
mcc:694259	MAP4K1
mcc:704240	GSTK1
mcc:717274	LOC717274
mcc:574221	CCL28
mcc:698849	CPOX
mcc:710797	LOC710797
mcc:693875	CFL2
mcc:705289	VIM
mcc:699711	SPOP
mcc:710383	PTH2R
mcc:717742	TAP2
mcc:708114	LSG1
mcc:703072	MMP7
mcc:699778	LOC699778
mcc:718311	ENTPD3
mcc:2846624	COX1
mcc:712654	FIGF
mcc:706590	ALG13
mcc:697946	B3GNT6
mcc:721211	KCNQ1
mcc:709509	NCOA4
mcc:708290	DCTN1
mcc:717830	RAP1GAP
mcc:574263	CA2
mcc:714684	ADCY4
mcc:717625	RBPJL
mcc:707986	INPP4A
mcc:100315142	MIR221
mcc:703020	BLVRB
mcc:693765	ZMPSTE24
mcc:715218	LOC715218
mcc:712295	EIF3J
mcc:711983	B4GALT4
mcc:708988	SLC22A2
mcc:713563	PYCARD
mcc:698356	KLC4
mcc:694098	WWP1
mcc:707242	HPN
mcc:706896	RPL5
mcc:717978	PARP4
mcc:709825	BCL2L13
mcc:706443	LOC706443
mcc:702235	ALDH1A2
mcc:708029	PRKDC
mcc:715517	YWHAG
mcc:701464	HIST1H2BK
mcc:705414	HCN4
mcc:711877	CDKN2C
mcc:694685	VAV3
mcc:701077	FGF14
mcc:710000	GNG2
mcc:693438	LOC693438
mcc:100315180	MIR23B
mcc:696845	WNT11
mcc:703083	EGLN2
mcc:719197	ROBO2
mcc:698019	RRBP1
mcc:704422	ME3
mcc:707015	AACS
mcc:719625	-
mcc:722154	SLC2A5
mcc:712365	VCAN
mcc:703108	HERC3
mcc:703641	LOC703641
mcc:694077	MARCKS
mcc:716640	LOC716640
mcc:718887	PGM2L1
mcc:697846	HAGHL
mcc:574232	MCHR1
mcc:694341	LOC694341
mcc:106994905	-
mcc:718412	PRKCA
mcc:710187	VPS37A
mcc:718564	PTPRB
mcc:717804	REL
mcc:704745	ITGA4
mcc:698551	HARS
mcc:106992278	SDHD
mcc:702153	KRT10
mcc:706773	GPC3
mcc:719733	STMN1
mcc:712610	ELK1
mcc:708847	LOC708847
mcc:692334	LILRAB
mcc:714545	SIRT6
mcc:695160	FAM213B
mcc:718089	ETHE1
mcc:574320	CCND1
mcc:696712	PLA2G1B
mcc:712921	PRIM2
mcc:697151	PCGF3
mcc:705275	AZI2
mcc:711804	LOC711804
mcc:719448	RANBP1
mcc:695657	LOC695657
mcc:693806	CCR8
mcc:700281	COL4A1
mcc:2846621	ND4L
mcc:100315405	MIR373
mcc:574303	FOXP3
mcc:704804	FBXO32
mcc:712939	CCKBR
mcc:707989	HSPA8
mcc:694898	VPS37C
mcc:716977	ALDH1L1
mcc:712637	S1PR4
mcc:722300	RAB11FIP3
mcc:707295	EPHA7
mcc:699697	DRD4
mcc:709333	CHST3
mcc:718217	-
mcc:700904	-
mcc:106996453	-
mcc:2846628	COX2
mcc:705469	LOC705469
mcc:718732	TAF11
mcc:716595	MAP4K4
mcc:715619	CHMP4A
mcc:713876	FAAP100
mcc:710150	EIF2S1
mcc:713764	WNT8A
mcc:708748	-
mcc:693610	PLIN4
mcc:709443	BIRC6
mcc:709359	PDHA2
mcc:720269	LOC720269
mcc:703698	BDKRB2
mcc:711040	SUV39H1
mcc:710529	UBE2O
mcc:709116	DHX58
mcc:713108	LOC713108
mcc:710804	KLHL9
mcc:716936	ARHGAP35
mcc:708874	LOC708874
mcc:707024	SEMA4C
mcc:709757	NTRK2
mcc:712926	EPHX2
mcc:713125	FAN1
mcc:706899	EPRS
mcc:702135	SLC38A1
mcc:721806	EEF2
mcc:719278	OR5M1
mcc:714650	PRKCSH
mcc:698430	-
mcc:699073	GPR35
mcc:702390	NFATC3
mcc:712070	COL21A1
mcc:100429857	MAMU-DMB
mcc:695815	RPL22L1
mcc:698004	ST3GAL1
mcc:717848	MYH13
mcc:714126	E2F1
mcc:tRNA-Phe	-
mcc:712699	SSH3
mcc:100135775	PDCD1
mcc:704451	NHLRC1
mcc:706281	RPS19
mcc:613024	PGR
mcc:717859	PRNP
mcc:713867	MED13L
mcc:707429	-
mcc:716054	DSE
mcc:713284	ATP5B
mcc:717705	NEFH
mcc:714497	XRN1
mcc:698023	POLE
mcc:707122	RNASEH1
mcc:722559	PRKCQ
mcc:705139	XYLT2
mcc:696722	KCNJ11
mcc:706078	MBOAT1
mcc:718968	CD1E
mcc:697331	LAMP1
mcc:712321	MYB
mcc:694670	RCOR1
mcc:707684	LOC707684
mcc:708052	UTP18
mcc:718423	LOC718423
mcc:698345	ATP6V0D1
mcc:704638	DDX58
mcc:715680	SOCS3
mcc:715070	UBXN6
mcc:714412	VKORC1
mcc:705692	WNT5A
mcc:704672	SLC12A2
mcc:100425047	DRD3
mcc:707990	PTGDS
mcc:100429858	TEAD3
mcc:701506	LOC701506
mcc:715443	NUDT7
mcc:704257	VDAC2
mcc:100425123	SIPA1L2
mcc:697721	LOC697721
mcc:702981	DUSP1
mcc:703857	LOC703857
mcc:710324	NFKB1
mcc:714349	LOC714349
mcc:717755	RAC1
mcc:702779	CKAP4
mcc:710581	CUL1
mcc:718092	CACNA1E
mcc:702167	AQP8
mcc:717897	ADA
mcc:718225	-
mcc:693869	NCR2
mcc:710968	NUP160
mcc:695506	PRODH
mcc:698921	MOS
mcc:702132	THBD
mcc:704559	AMPH
mcc:696739	SEC11C
mcc:100426243	-
mcc:705439	ZEB2
mcc:701847	FGF20
mcc:699467	CD3E
mcc:100428939	LOC100428939
mcc:711820	AOC3
mcc:699836	UBE4A
mcc:574222	CXCL1
mcc:719747	SLAMF1
mcc:712773	AGTR1
mcc:705006	MGAT4B
mcc:697381	PPP1R3C
mcc:706423	HNRNPC
mcc:718914	PRODH2
mcc:712059	CHMP2A
mcc:100426724	BID
mcc:694593	LOC694593
mcc:710221	KCNMB2
mcc:701962	LOC701962
mcc:699569	PLCD4
mcc:100315266	MIR451
mcc:702016	PTPN1
mcc:715214	MTMR3
mcc:719983	MDH2
mcc:706629	LOC706629
mcc:702128	DEGS1
mcc:707735	OR5AU1
mcc:718308	INPP5J
mcc:701298	LAPTM4A
mcc:100430282	COQ5
mcc:721683	ALDH3B2
mcc:719120	TRPM4
mcc:693643	LOC693643
mcc:702867	IVD
mcc:699074	SLC5A6
mcc:694117	TKFC
mcc:711959	CLCA2
mcc:694752	VIMP
mcc:710528	LOC710528
mcc:709394	OR4D5
mcc:714490	INVS
mcc:702310	CHMP4C
mcc:708736	BCL6
mcc:707476	LOC707476
mcc:710155	SCD
mcc:694693	MYBL2
mcc:705581	PSMD7
mcc:712401	OAS2
mcc:700239	TAF9
mcc:709948	IFNA2
mcc:100315381	MIR28
mcc:695841	P2RX6
mcc:574202	PPP1R1A
mcc:704414	SCN7A
mcc:703286	CHIT1
mcc:698588	PIGO
mcc:716133	HIP1
mcc:712383	KCNN4
mcc:705438	EIF2B1
mcc:695264	AADAT
mcc:718848	ST14
mcc:699008	PUF60
mcc:704654	DYNC1LI1
mcc:717686	LOC717686
mcc:693586	LIPF
mcc:711922	HK1
mcc:712428	B2M
mcc:699926	LOC699926
mcc:697750	HNF4G
mcc:713320	ASIC1
mcc:719802	FPR3
mcc:708717	CREB1
mcc:712729	F2
mcc:717806	LOC717806
mcc:716146	ABCA1
mcc:694435	-
mcc:721669	GNA15
mcc:641444	NEFL
mcc:698560	AK4
mcc:700903	S1PR3
mcc:720239	VANGL2
mcc:715199	LOC715199
mcc:716755	-
mcc:700944	NDUFB3
mcc:696200	WNT3A
mcc:715426	KCNQ5
mcc:694253	DDB1
mcc:699679	LOC699679
mcc:717628	MRPL35
mcc:574201	COL1A1
mcc:704601	LOC704601
mcc:713664	EXTL1
mcc:695538	SLC2A2
mcc:695330	POLR3G
mcc:718341	POLR1D
mcc:719340	CHMP2B
mcc:704664	LOC704664
mcc:702836	AQP7
mcc:702144	IMP4
mcc:100315384	MIR181B-1
mcc:718243	SLC8A2
mcc:714274	CDK5R1
mcc:706248	AK5
mcc:713045	PPM1D
mcc:706936	DHODH
mcc:678654	TNFSF18
mcc:703384	SMPD3
mcc:707975	XRCC6
mcc:709882	TNNT2
mcc:100426067	-
mcc:714488	UBQLN3
mcc:708424	SEPT8
mcc:711625	IFNLR1
mcc:696749	RUNX1
mcc:100315172	MIRLET7D
mcc:709492	AARS
mcc:710363	GPAT4
mcc:574279	XRCC5
mcc:704339	CASP2
mcc:715743	NSFL1C
mcc:716807	NCK1
mcc:703905	MNAT1
mcc:702943	HMBS
mcc:700907	ETV5
mcc:698610	LRRC4
mcc:717969	MAMU-DPB
mcc:574142	CNR1
mcc:711109	SEC24A
mcc:699433	OR4F15
mcc:699847	PSMC4
mcc:715055	SFN
mcc:722347	YBX3
mcc:715094	LOC715094
mcc:714315	EBP
mcc:696924	GALNT7
mcc:707047	TRRAP
mcc:701039	IMPDH1
mcc:702082	CPSF1
mcc:654490	ABCC8
mcc:693289	ABCA8
mcc:693529	ABCA6
mcc:693607	ABCA10
mcc:694427	ABCA12
mcc:697160	LOC697160
mcc:699380	ABCD4
mcc:700156	ABCC10
mcc:704326	ABCC5
mcc:704976	ABCA7
mcc:706683	ABCB4
mcc:707709	ABCB9
mcc:709261	ABCB11
mcc:713610	ABCG5
mcc:714054	ABCA4
mcc:716513	ABCC12
mcc:716552	ABCC11
mcc:717726	TAP1
mcc:717857	ABCC1
mcc:106992736	MTOR
mcc:106999985	-
mcc:694656	PRKCD
mcc:697742	PKM
mcc:698120	HK3
mcc:698569	MAPK1
mcc:698857	PIK3CG
mcc:698996	PIK3R1
mcc:699728	GCK
mcc:699736	MAPK10
mcc:703846	IRS4
mcc:706009	INSR
mcc:707870	IRS1
mcc:708938	MAPK3
mcc:710340	LOC710340
mcc:710798	LOC710798
mcc:711115	MAPK8
mcc:711180	SOCS1
mcc:714533	PRKCE
mcc:715467	TNF
mcc:719152	PKLR
mcc:721721	CACNA1C
mcc:100425255	PRKAG2
mcc:574126	LEPR
mcc:574296	CD36
mcc:694184	JAK2
mcc:694871	ACSL1
mcc:695737	PRKAB1
mcc:696207	PCK1
mcc:696404	ACSL5
mcc:697747	AKT1
mcc:698931	SLC2A1
mcc:699685	CAMKK2
mcc:701237	IKBKG
mcc:706847	ACSL6
mcc:707547	ADIPOR2
mcc:707562	CAMKK1
mcc:709298	PRKAG1
mcc:709511	CHUK
mcc:714276	G6PC3
mcc:714717	AKT3
mcc:715919	RELA
mcc:717703	PRKAA2
mcc:722068	RXRA
mcc:100429106	GNA12
mcc:574214	FYN
mcc:695947	SGMS2
